index,id,gender,car,property,children,income,income_type,education,marital_status,housing_type,age,employed_years,work_phone,phone,email,family_members,reject
912,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,5.0,0,0,0,2,0
913,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.0,6.0,0,0,1,3,0
914,5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,38.0,0.0,0,0,0,4,0
915,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.0,9.0,0,0,0,2,0
916,5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,7.0,1,1,0,3,0
917,5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1.0,1,0,0,2,0
918,5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,0,0,0,3,0
919,5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,0,0,0,2,0
920,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,0,0,0,1,0
921,5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,0,0,0,2,0
922,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,0,0,0,2,0
923,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,0,0,0,2,0
924,5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,0,0,0,4,0
925,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,0,0,0,2,0
926,5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,0,0,0,4,0
927,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,0,0,0,2,0
928,5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,10.0,1,1,0,2,0
929,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,43.0,4.0,0,0,0,3,0
930,5067926,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.0,0.0,0,0,0,1,0
931,5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,0,0,0,3,0
932,5025161,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,14.0,0,0,0,2,0
933,5145694,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,26.0,2.0,1,1,0,1,0
934,5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,11.0,0,0,0,3,0
935,5150164,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,65.0,0.0,0,1,0,1,0
936,5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,5.0,1,1,0,2,0
937,5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,63.0,6.0,0,1,0,1,0
938,5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,10.0,0,0,0,2,0
939,5021693,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,34.0,5.0,0,1,0,4,0
940,5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,29.0,1.0,0,0,0,2,0
941,5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,13.0,0,0,0,3,0
942,5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,7.0,0,0,0,2,0
943,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,0,0,0,2,0
944,5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,2.0,0,0,0,2,0
945,5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,37.0,1.0,0,0,0,3,0
946,5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,31.0,3.0,1,1,0,2,0
947,5112966,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,29.0,0,1,0,2,0
948,5089240,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53.0,34.0,0,1,1,1,0
949,5067262,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,5.0,0,1,0,2,0
950,5045255,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,10.0,0,0,0,3,0
951,5136020,M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,23.0,0,0,0,3,0
952,5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,6.0,0,1,0,2,0
953,5021737,F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,0,0,0,1,0
954,5023231,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,48.0,4.0,0,0,0,1,0
955,5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,0,1,0,2,0
956,5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,0,0,0,2,0
957,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,38.0,10.0,0,1,0,2,0
958,5126517,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,56.0,6.0,0,1,0,2,0
959,5146114,F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,57.0,31.0,0,1,0,1,0
960,5146034,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,47.0,11.0,0,0,0,1,0
961,5142972,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,1,1,0,3,0
962,5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,15.0,0,0,1,2,0
963,5114032,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,40.0,15.0,0,0,0,2,0
964,5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,59.0,3.0,0,1,0,2,0
965,5053089,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,2.0,0,0,0,1,0
966,5117753,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,5.0,0,0,0,2,0
967,5126826,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,32.0,10.0,0,0,0,3,0
968,5018505,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,0,0,0,2,0
969,5067893,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,47.0,2.0,0,0,0,2,0
970,5135531,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,5.0,0,0,0,1,0
971,5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.0,3.0,0,0,1,3,0
972,5115671,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,36.0,10.0,0,0,0,3,0
973,5136985,M,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,9.0,1,0,0,1,0
974,5126687,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,9.0,1,0,0,2,0
975,5058509,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,0,0,0,2,0
976,5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,12.0,0,0,0,3,0
977,5021730,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,0,0,1,3,0
978,5048542,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,0,0,0,2,0
979,5096342,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,32.0,3.0,1,0,0,2,0
980,5021293,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,33.0,1.0,0,0,1,3,0
981,5143079,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,1.0,0,0,0,2,0
982,5116478,M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,1.0,0,1,0,4,0
983,5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,49.0,7.0,0,0,1,2,0
984,5091222,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,4.0,0,0,0,5,0
985,5089887,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,29.0,4.0,0,0,0,2,0
986,5090790,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,42.0,19.0,0,0,0,2,0
987,5146429,M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Civil marriage,With parents,24.0,2.0,0,0,0,2,0
988,5069292,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,7.0,1,1,0,3,0
989,5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,1,0,0,2,0
990,5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,26.0,5.0,1,1,0,3,0
991,5036319,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,49.0,2.0,0,0,0,1,0
992,5116606,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,47.0,13.0,0,1,0,2,0
993,5089218,F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38.0,18.0,1,1,0,3,0
994,5068648,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,31.0,3.0,0,0,0,1,0
995,5143560,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,30.0,2.0,0,0,0,4,0
996,5024925,F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,0,0,0,2,0
997,5029082,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,0,1,0,1,0
998,5116633,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,62.0,0.0,0,0,0,1,0
999,5126518,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,56.0,6.0,0,1,0,2,0
1000,5104945,F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,1.0,1,1,0,5,0
1001,5116991,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,10.0,0,1,0,2,0
1002,5096340,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,0,1,0,1,0
1003,5024670,F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,41.0,4.0,0,0,0,2,0
1004,5062095,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,5.0,1,1,0,1,0
1005,5079057,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,19.0,0,1,0,2,0
1006,5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,40.0,7.0,0,0,0,2,0
1007,5053117,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,37.0,4.0,0,0,0,3,0
1008,5115921,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,1.0,0,0,0,2,0
1009,5150221,M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,0,0,0,2,0
1010,5026166,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,0,0,0,2,0
1011,5100171,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,47.0,0.0,0,0,0,2,0
1012,5126294,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,33.0,1,0,0,2,0
1013,5149980,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,35.0,12.0,0,0,0,3,0
1014,5089580,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,1.0,1,1,0,2,0
1015,5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,52.0,9.0,0,0,0,1,0
1016,5105499,F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,29.0,4.0,0,0,0,2,0
1017,5095514,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,3.0,0,1,0,2,0
1018,5089275,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,37.0,10.0,0,1,1,2,0
1019,5069066,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27.0,8.0,0,0,0,1,0
1020,5125542,M,N,N,0,180000.0,Working,Higher education,Married,With parents,37.0,7.0,1,1,0,2,0
1021,5095033,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,42.0,4.0,0,0,0,2,0
1022,5142163,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,7.0,0,0,0,3,0
1023,5029529,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,60.0,0.0,0,1,0,2,0
1024,5090493,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,0,0,0,2,0
1025,5105291,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,28.0,2.0,1,1,0,1,0
1026,5116005,M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,46.0,7.0,0,0,0,3,0
1027,5115679,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.0,0.0,0,1,0,2,0
1028,5061500,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,44.0,26.0,0,0,0,3,0
1029,5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,44.0,4.0,0,1,0,2,0
1030,5041355,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,0,1,0,2,0
1031,5113057,F,Y,N,0,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,39.0,4.0,0,1,1,1,0
1032,5148981,F,Y,Y,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,28.0,0,0,0,2,0
1033,5010238,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,12.0,0,0,0,2,0
1034,5024604,F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.0,0.0,0,1,0,1,0
1035,5090705,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,64.0,0.0,0,0,0,1,0
1036,5050724,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,35.0,6.0,1,1,0,2,0
1037,5142781,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,38.0,4.0,0,0,0,3,0
1038,5114643,F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,37.0,6.0,0,0,0,1,0
1039,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,27.0,5.0,0,1,0,1,0
1040,5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,44.0,9.0,0,1,0,2,0
1041,5117698,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,56.0,11.0,1,0,0,2,0
1042,5118560,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,8.0,0,1,0,1,0
1043,5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,33.0,3.0,0,0,0,1,0
1044,5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,31.0,5.0,0,0,0,4,0
1045,5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,0,0,0,2,0
1046,5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,48.0,3.0,1,1,0,2,0
1047,5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,14.0,1,0,0,2,0
1048,5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,0,0,0,1,0
1049,5135863,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,2.0,0,0,0,4,0
1050,5050793,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,58.0,18.0,0,0,0,2,0
1051,5091057,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,0,0,1,4,0
1052,5149368,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,0,1,0,2,0
1053,5053156,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,0,0,0,1,0
1054,5091651,F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29.0,2.0,0,0,0,2,0
1055,5118545,F,Y,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,5.0,0,1,0,2,0
1056,5024592,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,With parents,24.0,4.0,1,0,0,2,0
1057,5125804,F,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,50.0,6.0,0,0,1,1,0
1058,5024726,M,N,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,0,1,0,2,0
1059,5033728,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,6.0,1,1,0,3,0
1060,5149327,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,0,0,0,2,0
1061,5024033,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,With parents,40.0,1.0,0,0,0,4,0
1062,5113841,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,25.0,3.0,1,0,1,2,0
1063,5022918,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,33.0,7.0,0,1,0,1,0
1064,5142649,M,Y,N,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.0,6.0,0,1,0,2,0
1065,5048276,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,27.0,4.0,0,0,0,2,0
1066,5022612,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,0,0,0,3,0
1067,5028446,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,0,0,0,1,0
1068,5113556,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,3.0,0,1,1,2,0
1069,5091894,M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,28.0,4.0,0,0,0,1,0
1070,5025181,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,63.0,7.0,0,0,0,1,0
1071,5091795,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,0,0,0,3,0
1072,5022343,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.0,0.0,0,0,0,1,0
1073,5065704,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,48.0,0.0,0,1,0,1,0
1074,5068511,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,8.0,1,1,0,2,0
1075,5053941,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58.0,0.0,0,1,0,1,0
1076,5036926,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,8.0,1,1,1,2,0
1077,5114138,F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,Office apartment,31.0,8.0,1,0,0,4,0
1078,5142595,M,Y,Y,0,418500.0,Working,Higher education,Married,House / apartment,52.0,0.0,0,1,0,2,0
1079,5052883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,9.0,0,0,0,2,0
1080,5068019,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,0,0,0,2,0
1081,5146024,F,N,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,30.0,11.0,0,1,0,2,0
1082,5036093,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,9.0,1,0,0,2,0
1083,5068339,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,1,0,2,0
1084,5095020,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,36.0,2.0,0,0,0,2,0
1085,5105185,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,2.0,1,0,0,2,0
1086,5117216,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,5.0,0,0,0,2,0
1087,5089632,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,1,1,1,2,0
1088,5100464,M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,47.0,2.0,0,1,0,3,0
1089,5028930,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,0,0,0,2,0
1090,5036412,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,55.0,0.0,0,1,0,2,0
1091,5116643,F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,7.0,0,0,0,2,0
1092,5091766,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,0,0,0,2,0
1093,5067961,M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,61.0,11.0,0,0,0,2,0
1094,5033814,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,3.0,0,0,0,2,0
1095,5113847,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,1,0,0,1,0
1096,5142239,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,45.0,23.0,0,0,0,2,0
1097,5117182,M,Y,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,0,0,0,2,0
1098,5126308,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,35.0,1.0,1,1,0,1,0
1099,5142118,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,50.0,7.0,0,0,0,3,0
1100,5068196,M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,6.0,1,0,0,2,0
1101,5068692,M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,3.0,0,0,0,1,0
1102,5085780,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,49.0,11.0,0,0,0,2,0
1103,5096095,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,4.0,1,1,0,3,0
1104,5046093,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,0,0,0,1,0
1105,5142599,F,N,Y,2,76500.0,State servant,Higher education,Married,House / apartment,40.0,6.0,0,0,0,4,0
1106,5045742,M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,36.0,4.0,0,0,0,2,0
1107,5053173,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,7.0,0,0,0,2,0
1108,5074735,M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,30.0,7.0,0,0,0,4,0
1109,5036996,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,0,1,0,1,0
1110,5146410,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,3.0,1,1,0,1,0
1111,5054097,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,0,0,0,4,0
1112,5050975,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,44.0,21.0,0,0,0,2,0
1113,5068340,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,1,1,0,2,0
1114,5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,1.0,0,0,1,1,0
1115,5091921,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,15.0,1,1,0,4,0
1116,5139729,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.0,0,0,0,2,0
1117,5117605,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,39.0,6.0,0,0,0,2,0
1118,5029152,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,0,0,0,3,0
1119,5066465,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,44.0,4.0,0,0,0,1,0
1120,5117254,F,Y,Y,0,207000.0,State servant,Higher education,Married,House / apartment,61.0,10.0,0,0,0,2,0
1121,5117551,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,8.0,1,1,0,3,0
1122,5079181,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,6.0,0,1,0,2,0
1123,5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,3.0,0,0,0,4,0
1124,5024838,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,39.0,6.0,0,0,0,1,0
1125,5088279,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,19.0,1,1,0,2,0
1126,5079141,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,38.0,8.0,1,0,0,3,0
1127,5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,1,1,1,2,0
1128,5010218,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,0,0,0,3,0
1129,5112870,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,8.0,0,1,0,3,0
1130,5061253,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25.0,5.0,0,0,0,2,0
1131,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,1,0,0,4,0
1132,5094884,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,28.0,4.0,0,0,0,1,0
1133,5146296,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,49.0,11.0,1,0,0,2,0
1134,5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,9.0,0,0,0,2,0
1135,5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,4.0,0,0,0,2,0
1136,5023475,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,0,0,0,1,0
1137,5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,3.0,0,0,0,2,0
1138,5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,0,0,0,2,0
